00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	GO!
sys_point_108	4th Leg Bonus
sys_point_109	5th Leg Bonus
sys_point_110	Course Clear Bonus
sys_point_111	All Clear Bonus
sys_point_112	Balloon Bonus
sys_point_113	S Rank Bonus
sys_point_114	Perfect Timing Bonus
sys_point_115	Perfect Bonus
sys_point_116	Stage Clear Bonus
sys_point_117	All Clear Bonus
sys_point_118	Challenge Clear Bonus
sys_point_119	Perfect Panel Bonus
sys_point_120	Personal Best Bonus
sys_point_121	1,000 Point Bonus
sys_point_122	2,000 Point Bonus
sys_point_123	3,000 Point Bonus
sys_point_124	4,000 Point Bonus
sys_point_125	-
sys_point_126	-
sys_point_127	-
sys_point_128	-
sys_point_129	-
sys_point_130	Winner Bonus
sys_point_131	Consolation Bonus
sys_point_132	Home Run Bonus
sys_point_133	Shutout Bonus
sys_point_134	Stage Clear Bonus
sys_point_135	All Clear Bonus
sys_point_136	Clear Bonus
sys_caution_03	Your swings are too big!
sys_caution_04	Be aware of your surroundings when you play.
sys_caution_05	[n0]
sys_client_01	Another player is in control.
sys_windowname_01	[n0]
sys_unlock_0000	[1] is now\r\navailable in [0]!
sys_unlock_0003	Now you can play [0]!
sys_unlock_0004	You got a sticker!
sys_unlock_0005	You got the shiny [n0] sticker!
sys_unlock_0006	[n0] is now ready to party!
sys_unlock_0007	You can now use the gold oar in [0]!
sys_unlock_0009	The Master COM difficulty has been added!
sys_unlock_0010	You've already got this sticker!\r\nHere's 5,000 Party Points back.
sys_error_001	A communication error occurred.
sys_error_002	Unable to join the room.
sys_error_010	A communication error occurred.
sys_error_011	Failed to enter.
sys_error_013	Server is currently undergoing maintenance.
sys_error_014	This service is currently unavailable.
sys_error_015	This online service has ended.\r\nWe apologize for the inconvenience.
sys_error_016	No participants found.
sys_error_017	One or more participants left the Coliseum.
sys_error_018	No participants joined.
sys_error_019	Voice chat could not be started. Please link this\r\ntitle to the Nintendo Switch Online application.
sys_error_020	No Friends found.
sys_error_021	Failed to download ranking data.
sys_error_022	Could not use Voice Chat.
sys_skip_vert	/ Skip
test3.msbt
test_msg_3l_05	' ! "# $ % &  ' () * + , -./ 0123456789:; abcdefghijklmnopqrstuvwxyz\r\nABCDEFGHIJKLMNOPQRSTUVWXYZ<=>?@‘‚“„AaÁáBbCcDdEeÉé\r\nFfGgHhIiÍíJjKkLlMmNnOoÓóPpQqR‹Œr’”S›œs¡«»¿ÀŠÂÃ\r\nÄÇÈÊËÌTÎÏÑÒtÔÕÖÙÛÜßàUâãäçèuêë ìÚîïñòúôõöùûüVvWwXxYyZz\r\nªºʳᵉ№—°→~−•©®™^´°~
sys_lose_vert	Too Bad!
tips.msbt
tips_title_001	[0]\r\nTips
tips_title_002	Minigame\r\nTips
tips_bds001_001	Use a different dice block to increase your\r\nchances of landing on the space you want.
tips_bds001_002	If you roll a 0, the effects of the\r\nspace you're on will trigger again.
tips_bds001_003	One person can carry up to three items.
tips_bds001_004	If you use a {c[ffdc0f]}Custom Dice Block{c[8cfafa]},\r\nyour allies won't get to roll.
tips_bds001_005	{c[ffdc0f]}Hidden blocks{c[8cfafa]} hide on\r\nBlue Spaces and empty spaces.
tips_bds001_006	Land on a {c[ffdc0f]}VS Space{c[8cfafa]} and you get\r\nto compete for  coins!
tips_bds001_007	If you land on a {c[ffdc0f]}Bad Luck Space{c[8cfafa]}, Kamek\r\nwill use his magic to mess with you.
tips_bds001_008	The stuff for sale in the item shop\r\nchanges depending on its location.
tips_bds001_101	If a Whomp is blocking your path, you can\r\ngive it  coins to make it move.
tips_bds001_102	If you give Koopa Paratroopas  coins,\r\nthey'll carry you to a rival's space.
tips_bds001_103	There are  coins and items in treasure\r\nchests. But there's only three to find!
tips_bds001_104	If you land on an Event Space,\r\nit will cause something to happen...
tips_bds001_105	The item shop on the left side of\r\nthe board sells a {c[ffdc0f]}Golden Pipe{c[8cfafa]}.
tips_bds001_106	If you meet Lakitu in the back of the ruins,\r\nhe'll steal people's  coins and  Stars.
tips_bds001_201	Don't be around when  King Bob-omb's\r\ncountdown hits 0!
tips_bds001_202	Take advantage of the mine cart to cut\r\ndown on travel time to the  Star.
tips_bds001_203	If you land on an {c[ffdc0f]}Event Space{c[8cfafa]} by a conveyor\r\nbelt, it will move in the opposite direction.
tips_bds001_204	If you pass in front of a Bob-omb, it will\r\nfollow you and may subtract from your rolls.
tips_bds001_205	You can get  coins by digging\r\nin the gold mines!
tips_bds001_301	Use the pipes to warp from island\r\nto island and head for the  Star.
tips_bds001_302	Be careful when crossing in\r\nfront of a  Mega Blooper!
tips_bds001_303	If you land on an {c[ffdc0f]}Event Space{c[8cfafa]} in front of\r\na pipe, you can warp to another island.
tips_bds001_304	Light the second sparkler in Fruit Punch,\r\nand you'll get a  Star.
tips_bds001_305	If the ice cream collapses, \r\nthe item shop will close.
tips_bds001_306	There's a danger that the sand bridge\r\nmay collapse while you're walking on it.
tips_bds001_307	Lakitu sometimes hides in a large\r\npresent on one of the islands.
tips_bds001_401	If you pay a lot of  coins to the Thwomp,\r\nyou can make things difficult for the next\r\nplayer to come along.
tips_bds001_402	If the Chain Chomp takes your  coins,\r\nyou might not be able to get  Stars.
tips_bds001_403	If you visit Toady's shady shop, he won't\r\nlet you leave without getting something.
tips_bds001_404	If you land on the {c[ffdc0f]}Event Space{c[8cfafa]} at the Kamek\r\nstatue, the cost per  Star changes.
tips_bds001_405	Every time someone reaches a  Star,\r\nthe cost to get a  Star changes.
tips_bds001_406	During the last three turns on this board,\r\nyou can get up to three  Stars at once.
tips_bds001_2_001	Before you move, talk to your partner\r\nabout your strategy for that turn.
tips_bds001_2_002	If two players on the same team land on\r\na Star Space, they can get two  Stars.
tips_bds001_2_003	Pass through the space of a character with\r\na dice block, and they'll become your ally.
tips_bds001_2_004	When you roll the same number as your\r\npartner, you'll get bonus  coins!
tips_bds001_2_005	Collect  coins that have fallen on the\r\nboard. A red coin is worth five  coins.
tips_bds001_2_006	If you pass through a rival's space, you can\r\nstomp on them and take their  coins.
tips_bds001_2_007	If you land on your partner's space, you can\r\nget two  coins by nailing the "Yeah!"
tips_bds001_2_101	You can use a  Whomp to your\r\nadvantage to block the other team's path.
tips_bds001_2_102	If one player collects a key, their partner\r\ncan also use it to open treasure chests.
tips_bds001_2_103	The aisle at the back of the board is\r\ntrapped! Stepping in it might send a\r\nbig boulder tumbling out, so be careful!
tips_bds001_2_104	It's easier to reach a Star Space if one\r\nplayer heads left and the other goes right.
tips_bds001_2_105	The {c[ffdc0f]}Event Space{c[8cfafa]} will make the  Whomps\r\nmove around, so use that against your rivals!
tips_bds001_2_106	You can't pass by a  Whomp\r\nfrom the back!
tips_bds001_2_107	If you have a key and land on the {c[ffdc0f]}Event\r\nSpace{c[8cfafa]}, you can open the treasure chest.
tips_bds001_2_201	There are only two pickaxes. If your rivals\r\nget to one first, use an item to steal it.
tips_bds001_2_202	If you pass a Bob-omb and have four allies\r\nalready, it'll push one aside to make room.
tips_bds001_2_203	When you ask a Bob-omb to find something,\r\nthe more  coins you pay, the more\r\nmotivated it will be.
tips_bds001_2_204	This map has lots of one-way paths, so talk\r\nto your partner before making a move.
tips_bds001_2_205	Use conveyor belts to block the\r\nrival team's path forward.
tips_bds001_2_206	If you can time it right, get  King Bob-omb\r\nto explode when your rival has lots of coins.
tips_bds001_2_301	It's easier to get to a Star Space if you\r\nsplit up and take on separate islands.
tips_bds001_2_302	If you stop on the bridge where there's a\r\n Mega Blooper, you may be sent flying.
tips_bds001_2_303	The special shop sells some\r\npretty handy things.
tips_bds001_2_304	You can reach the plateau\r\nby using a {c[ffdc0f]}silver pick{c[8cfafa]}.
tips_bds001_2_305	You'll lose  coins if you get stuck\r\nwhen the sand bridge collapses.
tips_bds001_2_401	You can strand your rival by paying\r\na Thwomp lots of  coins.
tips_bds001_2_402	Watch out for the Chain Chomp.\r\nIf it bites you, you'll lose  coins.
tips_bds001_2_403	If you have a door key and land on the\r\n{c[ffdc0f]}Event Space{c[8cfafa]} by the door, you can open it.
tips_bds001_2_404	If all else fails, you can try getting\r\nLakitu's help for a desperation play.
tips_bds001_2_405	It's easier to get to a  Star if one person\r\ntakes the upper level and the other handles\r\nthe lower level.
tips_bdr001_002	The key to moving quickly is paddling in sync!
tips_bdr001_003	See if you can find the first\r\npoint of interest!
tips_bdr001_004	If the left side paddles harder, the boat will\r\ndrift right! If the right side paddles harder,\r\nthe boat will drift left! See how it works?
tips_bdr001_005	Toad will cheer for you at the halfway\r\npoint of each leg!
tips_bdr001_006	Orange balloons are small and hard to get.\r\nIf you spot one, head for it right away!
tips_bdr001_007	See if you can find the second\r\npoint of interest!
tips_bdr001_008	If you grab all the ♪ notes,\r\na balloon will appear.
tips_bdr001_009	If you're playing alone, select 2 Players\r\nand paddle with one  in each hand!
tips_bdr001_010	See if you can find the third\r\npoint of interest!
tips_bdcn001_001	Take a deep breath, feel the\r\nrhythm, and perform!
tips_bdcn001_002	All you have to do is swing \r\nlightly along with the beat!
tips_bdcn001_003	You should be able to feel the beat,\r\nnot only in the music but in your hands!
tips_bdcn001_004	It's more fun to play standing up!\r\nRemember to keep a safe distance\r\nfrom others.
tips_bdcn001_005	Your movements should be flowing,\r\nbut when you stop, you should stop on\r\na dime. Stay in control!
tips_bdcn001_006	You earn three points for perfect timing\r\nand one point if it's a little off.
tips_bdcn001_007	The circles on the ground light\r\nup right on the beat.
tips_bdcn001_008	The Sound Stage is a legendary stage\r\nwhere records are routinely broken\r\nin front of a packed house!
tips_que000_001	You can quit anytime and still pick up\r\nwhere you left off. One step at a time!
tips_que000_002	Even if you don't clear a challenge the\r\nfirst time, don't give up. Try again!
tips_que000_003	The very end of each area is a\r\nbattle with your rival!
tips_que000_004	Nobody knows what lies beyond the end.\r\nWhat happens when there's no challenges\r\nleft to conquer?
tips_mgm001_001	Use / to switch minigame types.
tips_mgm001_002	Use  to register games you enjoyed\r\nunder {c[ffdc0f]}Favorites{c[8cfafa]}.
tips_mgm001_003	If you select {c[ffdc0f]}Favorites {c[8cfafa]}with /,\r\nit will list only your favorite minigames.
tips_mgm001_004	Select {c[ffdc0f]}Details{c[8cfafa]} to check the game rules,\r\ntimes played, and highest scores.
tips_mgm001_005	When you select {c[ffdc0f]}Random Choice{c[8cfafa]}, the game\r\nwill select a minigame at random.
tips_mgm004_001	You can steal a rival's panel by trapping it\r\nbetween two of your own!
tips_mgm004_002	Trapping a panel not only earns points for\r\nyou, it lowers your rival's score. Try to do it\r\nwhenever you can!
tips_mgm004_003	The four corner panels are hard to lose,\r\nso grab them if you can.
tips_mgm004_004	Somewhere on the board are hidden\r\n{c[ffdc0f]}+1 panels{c[8cfafa]}, which let you take another panel.
tips_mgm004_005	{c[ffdc0f]}Steal a Panel{c[8cfafa]} is your chance to take one\r\nof your rival's panels and turn the tables!
tips_mgm004_006	One strategy for minigames you're bad at is\r\nto try to sabotage whoever is in first place.
tips_mgm003_002	If you really wanna test your skills,\r\ntry the Online Mariothon!
tips_mgm003_003	The last minigame could turn the tides\r\ncompletely! Don't give up until it's all over!
tips_exg002_t001	Pitchers can mix up fastballs and\r\noff-speed pitches to make the batters\r\nswing and miss!
tips_exg002_t002	Batters can move to the left or right\r\nto reflect the pitcher's position.
tips_exg002_t003	During team matches, try practicing\r\nyour swing while your teammate\r\nis batting.
tips_exg002_t004	The velocity of the pitch depends on\r\nhow tight the pitcher's spring winds.
tips_exg002_t005	Hit the ball at just the right time,\r\nand swing for the fences!
tips_exg002_001	Pitchers can mix up fastballs and off-speed\r\npitches to make the batters swing and miss!
tips_exg002_002	Batters can move to the left or right\r\nto reflect the pitcher's position.
tips_exg002_003	During team matches, try practicing your\r\nswing while your teammate is batting.
tips_exg002_004	The velocity of the pitch depends on\r\nhow tight the pitcher's spring winds.
tips_exg002_005	Hit the ball at just the right time,\r\nand swing for the fences!
tips_exg001_t001	The more players there are pushing a\r\nblock, the faster it moves! With four\r\npeople pushing at once, you can get\r\nit into position in no time.
tips_exg001_t002	If you're playing with friends, talk to\r\neach other about what to do!
tips_exg001_t003	You may think you're done when\r\nyou're not. If that happens, take\r\nanother look at the example.
tips_exg001_t004	Once a block is in the right position,\r\nthe piece will glow.
tips_exg001_t005	If there are too many blocks, move\r\nthem into a corner so you have\r\nspace to work!
tips_exg001_t006	If you're playing with two systems,\r\nmake sure not to block the warp\r\npipe exits.
tips_exg001_001	The more players there are pushing a block,\r\nthe faster it moves! With four people pushing\r\nat once, you can get it into position in\r\nno time.
tips_exg001_002	If you're playing with friends, talk to each\r\nother about what to do!
tips_exg001_003	You may think you're done when you're\r\nnot. If that happens, take another look at\r\nthe example.
tips_exg001_004	Once a block is in the right position,\r\nthe piece will glow.
tips_exg001_005	If there are too many blocks, move them\r\ninto a corner so you have space to work!
tips_exg001_006	If you're playing with two systems,\r\nmake sure not to block the pipe exits.
tips_exg003_001	Tanks can only move forward and backward.\r\nYou'll have to turn in place before moving\r\nin the direction you want to go.
tips_exg003_002	A bullet will bounce off the first wall it hits.
tips_exg003_004	Your own shots can't damage you,\r\nso don't worry about ricochets!
tips_exg003_005	Bullets that hit each other will vanish.\r\nIf you're cornered, try shooting the\r\nenemy bullets.
tips_exg004_002	If you get "{c[ffdc0f]}Close!{c[8cfafa]}" then you know the\r\nbananas aren't quite aligned!
tips_exg004_003	Don't get flustered. Take a deep breath, and\r\nlook closely at which way the bananas bend.
tips_sticker_002	‐
tips_mgx101	There are three courses. You'll move\r\nslower through the muddy areas.
tips_mgx102	If everyone agrees on a signal, it'll be\r\neasier to catch Gold Cheep Cheeps!
tips_mgx103	Sometimes, the ball that drops into your\r\nhands is the one you're looking for.
tips_mgx104	While waiting for your turn, you can cheer\r\nyour teammates on by waving .
tips_mgx104_que	It isn't a relay this time! If you fall before\r\nreaching the goal, then it's all over!
tips_mgx104_que_h	It isn't a relay this time! If you fall before\r\nreaching the goal, then it's all over!
tips_mgx105	It's easier to herd more penguins out\r\nif one person stands by the exit!
tips_mgx106	Some areas aren't reachable unless one\r\nplayer is standing on a button!
tips_mgx107	Don't take your eyes off the cards\r\nwhile Kamek is shuffling.
tips_mgx108	Sometimes three balloons are tied together.\r\nIf you get them, you'll get three points!
tips_mgx109	You can knock a Pokey down by hitting it\r\nin the head. A Pokey with three segments\r\nis a chance for three points!
tips_mgx110	Lightning strikes are the perfect time to\r\nget a sense of where the candles are.
tips_mgx501	Learn to see at a glance which spaces aren't\r\nin the path of any Chargin' Chucks.
tips_mgx502	Steer calmly without getting flustered.
tips_mgx503	If shaking hard isn't working, try shaking\r\nlightly at different angles.
tips_mgx504	Not all of the Toads are staying put,\r\nso watch carefully!
tips_mgx505	Don't tilt  too far when\r\nyou're going left and right.
tips_mgx506	If the rumble feels weak,\r\nfind another spot to fish.
tips_mgx506_que	The Dragoneel's size doesn't matter.\r\nJust catch one as quickly as you can.
tips_mgx506_que_h	The Dragoneel's size doesn't matter.\r\nJust catch one as quickly as you can.
tips_mgx507	Pay close attention to the intensity\r\nand duration of the different rumbles.
tips_mgx508	Swing  down while pressing /\r\nand then release while swinging  to\r\nclimb—swing wider to climb faster!
tips_mgx509	A fast start is the key to victory!
tips_mgx510	Don't be fooled by characters\r\nwith similar coloring.
tips_mgx511	Trust your instincts and stake your\r\nclaim before your rivals do.
tips_mgx512	Broozers only come out of the pipes\r\non the branches with blocks.
tips_mgx513	When you see smoke, it means\r\nthat side is done.
tips_mgx514	Swing  quickly up and down\r\nto extend the water's reach.
tips_mgx515	Watch the movement of the dolls carefully.\r\nDon't blink during the shuffle!
tips_mgx516	You can also use  for this minigame.
tips_mgx517	Rather than swinging  repeatedly,\r\nit's better to throw carefully one at a time.
tips_mgx518	The edges of the pool are dangerous!\r\nFind a safe spot to refill your water tank.
tips_mgx519	Pancakes with a ★ mark are worth three\r\npoints. Try to get them before your rivals!
tips_mgx520	Moving  slowly makes it easier to focus.
tips_mgx521	The Koopa Troopa will take his picture\r\nright after he stops waving his hand.
tips_mgx522	Your UFO will move slower if you're\r\ncarrying a lot of spheres.
tips_mgx523	Whoever wakes Wiggler gets 0 points.
tips_mgx524	If you see a lot of small overlapping shadows,\r\na bunch of popcorn will fall there soon!
tips_mgx525	Sometimes the fastest path is straight for\r\nthe goal, even if you slip on the way.
tips_mgx525_que_h	There is always a clear path to the goal.
tips_mgx401	You won't know how many coins are\r\nburied somewhere until you dig them up.
tips_mgx402	You can still change your mind after\r\nchoosing a cloud until everyone has chosen.
tips_mgx403	When a Sumo Bro's lightning strikes,\r\nit moves to the sides of the arena.
tips_mgx404	There are places along the path where\r\ncoins don't appear all at once.
tips_mgx405	When you've got enough coins, it might\r\nbe better not to risk any more jumps.
tips_mgx601	When you hold down  and your capsule\r\nlights up, your boost is charged!
tips_mgx602	During a Team Battle, try not to\r\npunch your partner.
tips_mgx603	If you paddle more on the left, you'll go right.\r\nIf you paddle more on the right, you'll go left.
tips_mgx604	There are three spots to join crests, so make\r\nsure your partner knows where you're going!
tips_mgx605	Commit to a strategy, whether it's going\r\non the attack or running away.
tips_mgx606	You can't pass a Bob-omb to somebody\r\nwho's already holding one.
tips_mgx607	Even if you're outnumbered, you can\r\nstill win by button mashing.
tips_mgx608	Round 3 will have two pits to fall in!
tips_mgx609	Jump over the slow-rolling Grrrol\r\nright before it gets to you.
tips_mgx610	There is no goalkeeper, so feel free\r\nto take shots from a distance.
tips_mgx701	Even after placing a case, you can swap\r\nit out for a different one if you'd like.
tips_mgx702	First, get the vertical alignment sorted out,\r\nthen rotate it to finish the fit.
tips_mgx703	If you keep aiming for 6 and are getting a 1,\r\naim for 5 instead!
tips_mgx704	The key is to let the shadows guide you!
tips_mgx705	Keep moving, and take care not to\r\nget in your partner's way.
tips_mgx706	The best time to take aim is when\r\nyour rivals are going back to the table!
tips_mgx707	If an iron ball hits you, you'll be stunned for\r\na moment, but you won't lose any fruit.
tips_mgx708	Find two pieces of vertically aligned\r\nfruit on your side first.
tips_mgx709	Swing  horizontally to shave the ice.
tips_mgx710	Talk with your partner about who will go\r\nwhere to complete the pattern.
tips_mgx801	The team side should avoid bunching up\r\nso they can't all be taken out in one charge.
tips_mgx801_que	Try to keep as much space between yourself\r\nand the Chain Chomp as possible.
tips_mgx801_que_h	Push  to move the Chain Chomp around.
tips_mgx802	For the solo player, it's easier to hit your \r\nrivals if you aim for where they're going.
tips_mgx802_que	Watch the solo player's cursor,\r\nand try to move away from it.
tips_mgx802_que_h	It's easier to hit your rivals if you aim for\r\nwhere they're going.
tips_mgx803	The vacuum cleaner grows as it\r\nvacuums up dust.
tips_mgx803_que	The vacuum cleaner grows as it\r\nvacuums up dust.
tips_mgx803_que_h	The vacuum cleaner grows as it\r\nvacuums up dust.
tips_mgx804	If the solo player stays between the\r\ncrab's hammers, they won't get hit.
tips_mgx804_que	Change up the timing of when you swing your\r\nhammer to keep your rival on their toes.
tips_mgx804_que_h	If you stay between the crab's hammers,\r\nyou won't get hit.
tips_mgx805	The team side can't knock the support\r\nblocks from underneath, so work together\r\nand take out the top blocks one by one.
tips_mgx805_que	Take aim at spots that could cause a\r\ncollapse, and make sure to hit them first.
tips_mgx805_que_h	Take aim at spots that could cause a\r\ncollapse, and make sure to hit them first.
tips_mgx806	The solo player can hit a straight, low shot\r\nif they hit the bomb right before it lands.
tips_mgx806_que	If you hit the bomb right before it lands,\r\nit'll make for a straight, low shot.
tips_mgx806_que_h	Alternate hitting to your rival's left and\r\nright so they can't easily return your shots.
tips_mgx807	The team side can use their darts to limit\r\nthe solo player's range of movement.
tips_mgx807_que	Watch the other team's cursors to\r\ntry to avoid their darts.
tips_mgx807_que_h	Watch the other team's cursors to\r\ntry to avoid their darts.
tips_mgx808	Each player on the team side should\r\ntry to remember different things!
tips_mgx808_que	Even if you get one wrong, your team wins if\r\nat least one person remains until the end.
tips_mgx808_que_h	This time, the only way to win is to answer\r\nall the questions correctly. Good luck!
tips_mgx809	The team side should split up and each\r\ntake care of one section of lights.
tips_mgx809_que	The key is to race back to the center\r\nafter punching each light.
tips_mgx809_que_h	Move in another direction and have each\r\nteammate take care of one section of lights.
tips_mgx810	The solo player can steal packages while\r\nthe team side is carrying them.
tips_mgx810_que	You can steal packages while your\r\nrivals are carrying them.
tips_mgx810_que_h	It's tricky to pass people on the stairways,\r\nso it's best to use both sides of the building.
tips_mgcn401	Pull the tablecloth with this timing:\r\n4-3-2-1 pull!
tips_mgcn402	For the last block, don't worry about the\r\nrhythm. Just mash mash mash!
tips_mgcn403	Stab the fruit with the same rhythm\r\nas when Lakitu throws them.
tips_mgcn404	Watch the surrounding Toads' movements\r\nbefore lifting your panel.
tips_mgcn405	Pose with the same movement\r\nand timing as the model!
tips_mgcn406	The tempo of the lights will slow down\r\nand speed up, so watch carefully.
tips_mgcn407	Red balls are fastballs, while mushroom balls\r\nare zigzagging, off-speed pitches.
tips_mgcn408	Don't worry about rhythm for the final stain,\r\njust swing  back and forth.
tips_mgcn409	Listen for the sound of the whistle—\r\nthat's your cue when to start and stop.
tips_mgcn410	Even when the horses pull ahead or fall\r\nbehind, the timing doesn't change.
tips_title_003	Tips
tips_bds000_001	I see you pressed /!\r\nI'll give you all sorts of tips on this screen.
topics.msbt
kinopad_topics_mode_00	[0]
kinopad_topics_title_00	Navigating the Board
kinopad_topics_title_01	All About Dice Blocks
kinopad_topics_title_02	Using Items
kinopad_topics_title_03	Surefire Mario Party\r\nStrategies
kinopad_topics_title_05	Using Items as a Team
kinopad_topics_title_06	Surefire Partner Party\r\nStrategies
kinopad_topics_title_08	Expedition Guide
kinopad_topics_title_09	Staying on Beat
kinopad_topics_title_10	Walking Challenge Road
kinopad_topics_title_11	Miscellaneous Games
kinopad_topics_title_14	Earning the Worldwide\r\nTop Rank
kinopad_topics_title_15	Playing Around
kinopad_topics_title_19	Special Collectibles
kinopad_topics_title_20	Recommended\r\nPartner Party Teams
kinopad_topics_mode2_00	[0]
kinopad_topics_title2_00	[0]
kinopad_topics_subtitle_00_00	Whomp's Domino Ruins
kinopad_topics_subtitle_00_01	King Bob-omb's Powderkeg Mine
kinopad_topics_subtitle_00_02	Megafruit Paradise
kinopad_topics_subtitle_00_03	Kamek's Tantalizing Tower
kinopad_topics_subtitle_01_00	[0]
kinopad_topics_subtitle_01_01	??? Dice Block
kinopad_topics_subtitle_02_00	The Dueling Glove Trap
kinopad_topics_subtitle_02_01	Targeting the Coinado
kinopad_topics_subtitle_02_02	Dealing with Fly Guys
kinopad_topics_subtitle_02_03	Notes on the Golden Pipe
kinopad_topics_subtitle_03_00	The Importance of Allies
kinopad_topics_subtitle_03_01	Choosing the Right Dice Block
kinopad_topics_subtitle_03_02	Try a Different Route!
kinopad_topics_subtitle_03_03	Distant Item Shops
kinopad_topics_subtitle_04_00	Domino Ruins Treasure Hunt
kinopad_topics_subtitle_04_01	Gold Rush Mine
kinopad_topics_subtitle_04_02	Watermelon Walkabout
kinopad_topics_subtitle_04_03	Tantalizing Tower Toys
kinopad_topics_subtitle_05_00	Next-Level Warp Box
kinopad_topics_subtitle_05_01	Unique Board Items
kinopad_topics_subtitle_05_02	Mastering the Peepa Bell
kinopad_topics_subtitle_05_03	Double Card Opportunities
kinopad_topics_subtitle_06_00	Partner Positioning
kinopad_topics_subtitle_06_01	Stomp Your Rivals!
kinopad_topics_subtitle_06_02	Allies or Stars?
kinopad_topics_subtitle_06_03	Look for Hidden Blocks!
kinopad_topics_subtitle_08_00	Say Cheese!
kinopad_topics_subtitle_08_01	Mysterious Creatures
kinopad_topics_subtitle_08_02	Mysterious Kraken
kinopad_topics_subtitle_08_03	Mysterious Leviathan
kinopad_topics_subtitle_08_04	Mysterious Sorcerer
kinopad_topics_subtitle_09_00	Getting into the Rhythm
kinopad_topics_subtitle_09_01	Control Tips
kinopad_topics_subtitle_09_02	Perfecting Your Timing
kinopad_topics_subtitle_09_03	Another Way to Play
kinopad_topics_subtitle_10_00	Unprecedented Challenge
kinopad_topics_subtitle_10_01	Don't Give Up!
kinopad_topics_subtitle_11_00	Making the Most of Free Play
kinopad_topics_subtitle_11_01	Random Minigames
kinopad_topics_subtitle_11_02	Square Off Strategies
kinopad_topics_subtitle_11_03	Square Off Secrets
kinopad_topics_subtitle_11_04	Setting Records in Mariothon
kinopad_topics_subtitle_11_05	Check Your Records
kinopad_topics_subtitle_14_00	Types of Mariothon
kinopad_topics_subtitle_14_01	Know Your Rival's Grade!
kinopad_topics_subtitle_14_02	Reading the Ranks
kinopad_topics_subtitle_15_00	Mini League Baseball Tips
kinopad_topics_subtitle_15_01	Puzzle Hustle Tips
kinopad_topics_subtitle_15_02	Shell Shocked Deluxe Tips
kinopad_topics_subtitle_15_03	Banana, Split Tips
kinopad_topics_subtitle_15_04	So Many Secret Styles
kinopad_topics_subtitle_19_00	Where to Get Stickers
kinopad_topics_subtitle_19_01	Scan Your amiibo!
kinopad_topics_subtitle_20_00	Balanced Team
kinopad_topics_subtitle_20_01	Power Through Team
kinopad_topics_subtitle_20_02	Steady and Reliable Team
kinopad_topics_subtitle_20_03	High-Income Team
kinopad_topics_subtitle_20_04	Matching Rolls Team
kinopad_topics_txt_00_00	An ancient jungle ruin. The Whomps won't let\r\nyou through unless you pay, but if you do, they're\r\nunusually nice!
kinopad_topics_txt_00_00_1	\r\nWatch out for the Event Space on the high road!\r\nLanding there will trigger a boulder trap\r\nguaranteed to set you back. The item shop in back\r\nsells some handy stuff, so be sure to stop in.
kinopad_topics_txt_00_01	King Bob-omb presides over a dangerous court!\r\nEach time someone lands on one of the Event\r\nSpaces around the King, the count will go down.\r\nWhen it reaches 0, every player standing in\r\nthe blast zone will lose half their coins.
kinopad_topics_txt_00_01_1	\r\nIt might seem cute when the Bob-ombs you pass\r\nstart to follow you, but they're actually a nuisance.\r\nThey'll subtract their own rolls from yours on every\r\nturn! Don't trust them!
kinopad_topics_txt_00_02	A tropical hop around four little islands. You can\r\nuse the color-coded pipes to warp around. Don't\r\nget stuck on the sand bridge when it collapses!
kinopad_topics_txt_00_02_1	\r\nOnce both big sparklers are lit, whoever\r\nignited the second one will get a Star!
kinopad_topics_txt_00_03	A dazzling town built by Kamek. The cost of getting\r\na Star changes constantly, so it's important to time\r\nyour transactions right.
kinopad_topics_txt_00_03_1	\r\nTiming is money! If a Toady catches you, it'll grab\r\nand move you, so use them wisely. The Chain Chomp\r\ncan be another harrowing hazard if it gets loose.
kinopad_topics_txt_01_00	A useful, well-balanced die! Use the\r\nabundance of 3s to your advantage.
kinopad_topics_txt_01_01	A die with high highs and low lows.\r\nIt's easy to roll a 1, but that can be useful too.
kinopad_topics_txt_01_02	Sure, there are some downsides, but every\r\nother face has a 6! What could go wrong?
kinopad_topics_txt_01_03	Odds are good that this die will get you at least\r\n5 spaces! Just watch out for that coin drain.
kinopad_topics_txt_01_04	Odds are good that you'll roll a 4, but there's\r\nalways that chance of getting a 0.
kinopad_topics_txt_01_05	Looking to travel 3, maybe 4 spaces?\r\nThis die is for you!
kinopad_topics_txt_01_06	A balanced die that can go as high as 7.\r\nEven an average roll of 3 is pretty good.
kinopad_topics_txt_01_07	An out-of-this-world die that makes it easy to\r\nget  coins! Not only that, one side advances\r\nyou a whopping 8 spaces.
kinopad_topics_txt_01_08	With three 0 faces, this is a high-risk die. But the\r\ntwo 10 faces are a reward that might be worth it.
kinopad_topics_txt_01_09	A die with a 50% chance of rolling a 7?! That\r\nmight be powerful enough to overlook the 0s!
kinopad_topics_txt_01_10	You could rocket forward with a 10 or\r\njust as easily lose coins. Only the bravest\r\nare gutsy enough to use this die!
kinopad_topics_txt_01_11	A solid die that combines balanced numbers\r\nwith a strong possibility of gaining  coins.
kinopad_topics_txt_01_12	All those low numbers might seem slow and\r\nsteady, but it's that 10 that'll win you the race.
